gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,up_down
CHLRE_07g349800v5,8.489136055874232,2.1913806000196625,0.72957667612484145,3.0036330268385454,0.0026677689356183034,0.008405459976553582,UP
CHLRE_07g349850v5,72.44337368956982,1.8708883379483219,0.35606789457343246,5.254302245333398,1.4858669971196875e-7,1.2782176655973273e-6,NONE
CHLRE_07g349900v5,14.746003461842594,1.375711666284213,0.555962279301415,2.474469433453004,0.013343423845772528,0.03356026025869606,NONE
CHLRE_07g349950v5,137.82331003826255,1.1228517822604722,0.3193601356245301,3.515942213841626,4.3819634684089847e-4,0.0017067302682459275,NONE
CHLRE_07g349966v5,14.78813537376694,1.6414560280433572,0.49043635350452247,3.3469297622697964,8.171191128374159e-4,0.0029599436261185867,NONE
CHLRE_07g351200v5,339.3425497861267,-1.967576973927059,0.2101863520911842,-9.361107200116752,7.890543633502712e-21,4.630710144487304e-19,NONE
CHLRE_07g351825v5,52.46652811258263,4.201643377582639,0.5222483976361528,8.045296829249244,8.603662869566931e-16,2.7390541386491944e-14,UP
CHLRE_07g351950v5,36.67474048768001,-3.388312622788259,0.5790377171341076,-5.851626798265219,4.8678795425306e-9,5.4816312954863596e-8,DOWN
CHLRE_07g352000v5,10.474361076075754,2.010181707474845,0.7189316060304755,2.7960680690808766,0.005172850423542815,0.01487713225229239,UP
CHLRE_07g353250v5,2367.4680881880968,1.6478111133725386,0.18362093835418192,8.973982641315754,2.8598237571934273e-19,1.3789869467800237e-17,NONE
CHLRE_07g353325v5,321.23718982435577,1.020169489496855,0.2536026355648059,4.0227085464818035,5.7532673202760767e-05,2.804526496561418e-4,NONE
CHLRE_07g353450v5,92244.25662916443,-1.2804996052786024,0.14694831690349602,-8.713945367060807,2.934778537298798e-18,1.266948504151688e-16,NONE
CHLRE_07g353600v5,82.43745830229635,-2.838459658095613,0.25878621540588553,-10.968357235116699,5.424904767316188e-28,6.085857450191242e-26,DOWN
CHLRE_07g354400v5,38.06783744894179,1.1216163764703444,0.3458798808351936,3.242791612400194,0.0011836474991712628,0.004111105920141806,NONE
CHLRE_07g354500v5,746.4290560934812,-1.0321489638156025,0.15142768221129613,-6.816118088470661,9.353342201988974e-12,1.6711726225954756e-10,NONE
CHLRE_07g354700v5,2773.4985063592026,-1.9150668704878062,0.1516592761318525,-12.627429850204797,1.490679713263144e-36,2.9617830302918683e-34,NONE
CHLRE_07g354900v5,616.1568108703955,-1.0052767049844031,0.10899182684756081,-9.223413663764099,2.8778905556796146e-20,1.5509572926049844e-18,NONE
CHLRE_07g355500v5,7371.866437747287,-1.276362677235164,0.18270062282696925,-6.9860882655226195,2.8265628649876335e-12,5.47742047080036e-11,NONE
CHLRE_07g355550v5,246.69722290568967,-1.1779872130830886,0.2037454022328551,-5.781662801582138,7.396585259477101e-9,8.067267692727307e-8,NONE
CHLRE_07g355600v5,554.4216988547716,1.1572776550638597,0.25740365941325277,4.4959642675704545,6.925536705269405e-6,4.153055483876282e-5,NONE
CHLRE_07g355750v5,751.7320114665218,-1.4975286822363536,0.10490244314428394,-14.27544142300515,3.1131032903996023e-46,9.507071548514786e-44,NONE
CHLRE_07g355950v5,7.025092391708631,-1.6486654806426284,0.7017942461504398,-2.34921487271529,0.0188130466442084,0.044995787122500464,NONE
CHLRE_07g356150v5,155.6413185951075,1.31750753830454,0.23909066480657698,5.510493432984497,3.5782916152270686e-8,3.4528734363200457e-7,NONE
CHLRE_07g356450v5,199.45566619366627,1.9775320841636919,0.2022939414115991,9.77553786517061,1.4339363874677524e-22,9.977656103683843e-21,NONE
CHLRE_07g357157v5,163.02826691040988,-1.1585082535660647,0.3621971997300246,-3.198556627245037,0.001381174047700092,0.004703064468433247,NONE
CHLRE_07g358050v5,346.2549484342745,-1.0834607227643336,0.21356405128779296,-5.073235482428136,3.91108011222169e-7,3.0801156700404914e-6,NONE
CHLRE_08g358459v5,97.1941993232052,-1.0657850300097302,0.24078595233582314,-4.426275784242115,9.587393671530036e-6,5.5553657426985885e-5,NONE
CHLRE_08g358537v5,123.19949120292097,1.8520786458714587,0.22772628159471733,8.132915677987437,4.190861547510845e-16,1.3877810799197058e-14,NONE
CHLRE_08g358546v5,728.0187317788012,-1.2313138102480388,0.22080066480902005,-5.576585610885976,2.452852272528382e-8,2.439685574563664e-7,NONE
CHLRE_08g358552v5,654.5498668716039,1.548692126331001,0.19320153398046566,8.015941149243604,1.092968328602791e-15,3.420140551610745e-14,NONE
CHLRE_08g358554v5,537.974312609827,-1.0264857537973013,0.19811560135070705,-5.181246437932981,2.2040805925226415e-7,1.8246733459483375e-6,NONE
CHLRE_08g358555v5,106.54215577649481,-1.571193635843886,0.2648392716973123,-5.932630858612315,2.9811861083528943e-9,3.469494715091572e-8,NONE
CHLRE_08g358573v5,684.3461718469025,-1.6364523245942117,0.18643623404479212,-8.777544413394699,1.6708253451003742e-18,7.446913720554127e-17,NONE
CHLRE_08g358574v5,490.7098420082839,1.0239476321878032,0.18182253921606747,5.6315770124132,1.785692053015026e-8,1.8222677998929944e-7,NONE
CHLRE_08g358577v5,8.873103913158054,4.491283471621611,1.1022188339736323,4.074765675551007,4.6060702354603746e-5,2.2920550468611054e-4,UP
CHLRE_08g358580v5,2419.928804299502,-1.022241161782808,0.15341227949051747,-6.6633594466992685,2.6763800090877186e-11,4.440259831978427e-10,NONE
CHLRE_08g358581v5,126.45112650924989,-1.0540802002136147,0.22027309492706051,-4.785333408797177,1.7070372466144677e-6,1.1768708709832436e-5,NONE
CHLRE_08g358582v5,182.43667226353406,-1.1534896624144646,0.18556866430612481,-6.215972220997405,5.100782789717849e-10,6.8387812183119555e-9,NONE
CHLRE_08g358600v5,1543.6351189282675,-1.668824372253273,0.16168715660446353,-10.321316839875724,5.6443645526645585e-25,4.8990113598942756e-23,NONE
CHLRE_08g359250v5,153.24657553966026,1.8264508895358913,0.27283288290488883,6.694394275680483,2.1656679034021055e-11,3.651741246932937e-10,NONE
CHLRE_08g359300v5,1684.6879117058559,-5.694374228830727,0.41383186417114265,-13.760115452288575,4.4281916452348025e-43,1.1591318797074148e-40,DOWN
CHLRE_08g359350v5,4895.720561906098,-1.536057936105099,0.15462265576362286,-9.934235888777678,2.954322483705844e-23,2.1847413488248014e-21,NONE
CHLRE_08g359400v5,55.263021676402985,3.554419042704721,0.39293472269716334,9.045825775606318,1.4853816605033343e-19,7.468118586390392e-18,UP
CHLRE_08g360001v5,187.94879431771164,-1.873398130301145,0.26541950180723295,-7.058253510180061,1.6860825289067375e-12,3.366245397603028e-11,NONE
CHLRE_08g360050v5,6.977362207227473,3.7818986928569385,1.083084526612165,3.491785359252183,4.798036437402724e-4,0.0018508949272357308,UP
CHLRE_08g360100v5,20.469378404058943,1.7990917161138125,0.4598327938249452,3.9124911060578094,9.134890353045585e-5,4.2446739028479785e-4,NONE
CHLRE_08g360350v5,183.76707984534914,1.364868725742701,0.2321184147651124,5.880053623164076,4.101335933286179e-9,4.68063189452058e-8,NONE
CHLRE_08g360400v5,684.3026224773619,-1.142213898171604,0.17026725769279655,-6.7083590447696935,1.968251638810003e-11,3.346230698517089e-10,NONE
CHLRE_08g360550v5,630.11276236485,1.286971643698958,0.5149223889579907,2.4993507202188368,0.012442110675429089,0.031624976440891045,NONE
CHLRE_08g360650v5,561.484495063141,-1.124792128560187,0.16697019192107304,-6.736484612126919,1.6226446880097375e-11,2.7961372570500084e-10,NONE
CHLRE_08g360850v5,41.32568155917733,-2.008904750957667,0.3032074471823537,-6.625512564503339,3.46045296367562e-11,5.616764746454198e-10,DOWN
CHLRE_08g361000v5,26.713281448643823,1.0485636210853326,0.3950975692568267,2.6539358950187086,0.00795589396923591,0.02151182938951786,NONE
CHLRE_08g361150v5,206.8076348417232,-1.1271373015569326,0.20536899373799167,-5.488351873578962,4.057012759123499e-8,3.8605999659957083e-7,NONE
CHLRE_08g361400v5,194.213611101164,1.0456591783679254,0.3107048808956541,3.3654417508783694,7.642120090668224e-4,0.0027900421167856913,NONE
CHLRE_08g361551v5,219.15964098709176,1.3475820142501334,0.22075413987384512,6.104447305134296,1.0315701646024152e-9,1.3055735674948911e-8,NONE
CHLRE_08g362300v5,167.09382110588248,1.5596361330240711,0.23444403579476422,6.6524879924409746,2.8817933774929164e-11,4.738151005806149e-10,NONE
CHLRE_08g362450v5,5144.547907712214,1.2123114834404465,0.13743633206102698,8.820895212061785,1.1354824054889474e-18,5.144296799153361e-17,NONE
CHLRE_08g362600v5,113.24914705842627,-2.050563286566144,0.355896943956799,-5.761677141051973,8.32821931553602e-9,9.035570048191085e-8,DOWN
CHLRE_08g362700v5,224.99038125061693,-1.1779921069379262,0.19952297354184417,-5.904042456999953,3.5470081498157083e-9,4.084756382584556e-8,NONE
CHLRE_08g364100v5,181.59633570151817,-1.5429011336529712,0.19570842142144218,-7.88367267206381,3.1789636208971818e-15,9.181136439967675e-14,NONE
CHLRE_08g364151v5,449.46439581414154,-1.4948231422998568,0.23511043118102673,-6.357961808801651,2.0444828254554203e-10,2.9065143340159774e-9,NONE
CHLRE_08g364351v5,7.176742757968083,4.311524052005909,1.1624826539798707,3.708893235735599,2.0816717385176107e-4,8.818096234239383e-4,UP
CHLRE_08g364550v5,12.88911041274843,-2.0291471313362046,0.6224284324704921,-3.260048907602565,0.0011139300378583145,0.003903489216812891,DOWN
CHLRE_08g364751v5,7.369737273837751,-2.466338238229972,0.7235899184858379,-3.408475125511638,6.532704077084099e-4,0.002434594868591952,DOWN
CHLRE_08g365400v5,2710.1131220047428,-1.2126489619514478,0.163327680153992,-7.424638376104485,1.130884591857712e-13,2.6378243004703716e-12,NONE
CHLRE_08g365851v5,86.63965995896449,1.0433885293940801,0.31291566281098865,3.3344081278038202,8.548113327858831e-4,0.003083940863918617,NONE
CHLRE_08g365900v5,398.85371064055556,-2.031006510194748,0.26106463221737103,-7.779707626208306,7.269235083618177e-15,2.0147387523352498e-13,DOWN
CHLRE_08g366000v5,2763.3743078886487,3.0623119067364195,0.18012297503766403,17.00122877770637,8.041646184350604e-65,4.420492907537527e-62,UP
CHLRE_08g366050v5,34.43023989013848,-4.413299765572515,0.5189697163760535,-8.503963962272067,1.832244368909156e-17,7.059706048523573e-16,DOWN
CHLRE_08g366250v5,445.0721934189162,-1.309466564247292,0.19930541091346088,-6.570150595740058,5.0264399329236575e-11,7.924571790998474e-10,NONE
CHLRE_08g366579v5,149.72088533180985,-1.8952022289172983,0.2230203043444309,-8.497890963283604,1.9306633249246497e-17,7.421577830147412e-16,NONE
CHLRE_08g366600v5,162.51652586393058,-1.2934181079433733,0.20338487331274346,-6.3594606957543665,2.0246332687454664e-10,2.8857586201280453e-9,NONE
CHLRE_08g366650v5,1628.5581593938264,-1.8864381174011051,0.20602761223993923,-9.156239287014422,5.373741754098633e-20,2.8222412505363235e-18,NONE
CHLRE_08g366676v5,14.912144459065157,-2.250460641391591,0.5573533983979377,-4.037762482224631,5.396344933260765e-5,2.646969788649711e-4,DOWN
CHLRE_08g366800v5,13.897637192901371,1.457087707721411,0.606307716265783,2.4032148505309103,0.01625163602279229,0.0396399540973033,NONE
CHLRE_08g366874v5,19.571930922348788,3.48245365585007,0.6331423774031845,5.500269418283538,3.792113650143654e-8,3.6379142643699244e-7,UP
CHLRE_08g367600v5,520.3805226652174,-1.8522888945172111,0.18564888883827432,-9.977376681908444,1.9146178710812757e-23,1.4685564331163402e-21,NONE
CHLRE_08g367650v5,29.122555340277017,1.6804090547655939,0.5103067334492066,3.2929392160036106,9.914590652232492e-4,0.0035154055997842623,NONE
CHLRE_08g368200v5,3610.76505219507,-1.1610480807599273,0.19528693828268712,-5.945344276324589,2.7587640894822485e-9,3.240368846129043e-8,NONE
CHLRE_08g368300v5,78.31017407365492,1.6282126915415862,0.25215553795925894,6.457176014134016,1.0667480285348795e-10,1.5963468002330943e-9,NONE
CHLRE_08g368450v5,723.367488331454,1.5782365179708844,0.23706114320909039,6.657508255491974,2.7850876677478697e-11,4.6020922573978073e-10,NONE
CHLRE_08g368650v5,18.333693743468135,1.6138527186419922,0.4181562380305402,3.859449105059444,1.1364292114525948e-4,5.161347872780155e-4,NONE
CHLRE_08g368700v5,426.9277110438823,-1.1346717387341436,0.14464474267144223,-7.844541860131956,4.345369362650163e-15,1.2333818616086719e-13,NONE
CHLRE_08g368850v5,34.14991066544819,3.6053411443705277,1.043494103394878,3.455066140422835,5.501578436953929e-4,0.0020919044042601795,UP
CHLRE_08g368900v5,289.4806782479883,-1.349666895749614,0.21066791411833263,-6.406608720640311,1.487920196922798e-10,2.169521836202817e-9,NONE
CHLRE_08g368950v5,2252.0031250584047,-1.326466591188605,0.2098177361222535,-6.321994583030479,2.582084341233474e-10,3.6085722772272222e-9,NONE
CHLRE_08g369400v5,627.6149509149565,1.4503751634765076,0.23512199299397757,6.168606964443593,6.889423804090379e-10,8.974209159024836e-9,NONE
CHLRE_08g369500v5,141.57573199840772,1.1046324393383444,0.2137438122348819,5.168020668240304,2.3658615219035498e-7,1.942999121399972e-6,NONE
CHLRE_08g369667v5,18.15107772572021,1.431452170311094,0.6064296972938915,2.3604585604873094,0.018252357427216724,0.0438263870606044,NONE
CHLRE_08g370150v5,61.5766805183536,1.2891088739307603,0.3030587669993639,4.253659733042688,2.103047963809036e-5,1.1316014159509084e-4,NONE
CHLRE_08g370450v5,612.6904468543379,1.0636916457206098,0.22074180152891143,4.818714164481864,1.444863759721075e-6,1.0122025599643266e-5,NONE
CHLRE_08g370550v5,1000.6843909266374,-1.7910764820563092,0.2199943743545332,-8.141464922961573,3.9052368485211305e-16,1.2984125175193945e-14,NONE
CHLRE_08g370750v5,48.8984048933519,1.103139540373929,0.3397590514217492,3.2468289976609968,0.0011669848321355302,0.004061106014931985,NONE
CHLRE_08g370950v5,22.156633899860342,1.0801822093429803,0.36807033472136946,2.9347168392711733,0.0033385219572186218,0.010206816017147255,NONE
CHLRE_08g372000v5,233.46848639864086,-1.235177717187898,0.1708618796640887,-7.229100602289022,4.862031748801347e-13,1.0319146147938612e-11,NONE
CHLRE_08g372200v5,9840.313556984556,3.662884699945678,0.4023013248724895,9.104828827264338,8.640257654617382e-20,4.425046241686188e-18,UP
CHLRE_08g372500v5,141.3698224179146,-1.1861884646973113,0.20864818169751725,-5.685112877796174,1.3072628661049047e-8,1.3757544304362466e-7,NONE
CHLRE_08g372900v5,127.00634015691982,-1.1671914800479875,0.2499787876919741,-4.669162095010279,3.0243069087386687e-6,1.973638513336343e-5,NONE
CHLRE_08g373000v5,79.76515814221372,-1.2760161016696854,0.304782587691741,-4.186643703413451,2.8310971443357314e-5,1.485920528556351e-4,NONE
CHLRE_08g373421v5,42.74660460490771,2.045100629270532,0.3823915792464193,5.348184270429857,8.884099004026601e-8,7.97537706452927e-7,UP
CHLRE_08g373436v5,86.78870535661567,1.7177797493310765,0.3827424294993288,4.488082890569855,7.18669678686061e-6,4.290941951923183e-5,NONE
CHLRE_08g374050v5,73.0885444623275,1.0853160342635224,0.33172056851903914,3.2717779277567787,0.0010687348674087655,0.003763507729753993,NONE
CHLRE_08g374550v5,161.7448187516285,1.0253441703933666,0.2078893561486248,4.932162903329812,8.132404797482246e-7,6.054694695949423e-6,NONE
CHLRE_08g374750v5,1066.6013669295724,-1.0052991222393306,0.19508828542940798,-5.153047093661063,2.562875703594879e-7,2.0891934368750936e-6,NONE
CHLRE_08g375150v5,109.31684694259806,-1.076772856507634,0.2186750735446634,-4.924076800585633,8.475954562701364e-7,6.293424884894561e-6,NONE
CHLRE_08g375350v5,56.58208894542554,1.6358516780521954,0.27160422628831926,6.022924239461835,1.712936357983853e-9,2.090898110992725e-8,NONE
CHLRE_08g375600v5,9.219826598455688,1.7679443141627786,0.6457142680288097,2.7379669332069003,0.006182029142519609,0.017335120317852552,NONE
CHLRE_08g375650v5,68.44531413767294,1.4672711087150587,0.26413107308147254,5.555087069450824,2.7747341511486493e-8,2.7318293066622313e-07,NONE
CHLRE_08g375800v5,147.3479371092238,1.033637661852435,0.1956665739808903,5.282648133622378,1.2732980356058363e-7,1.107487231285646e-6,NONE
CHLRE_08g376100v5,979.311785346524,1.2747604100006833,0.19015779325937598,6.703697956054344,2.0321008610040442e-11,3.444129013239229e-10,NONE
CHLRE_08g376250v5,9.296618249194827,3.3819201288828116,0.8535700320462126,3.9620886417199253,7.42969444664484e-5,3.5309248161273797e-4,UP
CHLRE_08g376650v5,16.965435551681654,1.4133810895472179,0.4671061035886363,3.0258244940253065,0.0024795618280334915,0.007893910059092724,NONE
CHLRE_08g377150v5,292.8391087032522,-2.3288763696085835,0.20671813067412706,-11.265951186835432,1.9325374207378836e-29,2.4898027035459717e-27,DOWN
CHLRE_08g377500v5,86.62973255552882,-1.3327530332616684,0.22466542962077357,-5.932167826226328,2.989608008989434e-9,3.4768424313289674e-8,NONE
CHLRE_08g377650v5,5.398557441491725,3.1163485206694417,1.1955431201254931,2.6066383288143773,0.009143588280017323,0.0242422691842067,UP
CHLRE_08g377950v5,378.7684580444673,1.0192877010770376,0.19164077312265432,5.3187413329034685,1.0448755898906186e-7,9.264001802626983e-7,NONE
CHLRE_08g378100v5,142.21020028508372,1.2198688714011516,0.263299159831043,4.633014674957306,3.603789823160393e-6,2.3106569974237186e-5,NONE
CHLRE_08g378300v5,581.5482287735266,-1.1011474449946161,0.1742610529955205,-6.318953237490892,2.633409414597606e-10,3.6740739979804674e-9,NONE
CHLRE_08g378601v5,56.922560660774195,2.245389609185291,0.32137072250483467,6.986914027775232,2.809983089491638e-12,5.4581190964436516e-11,UP
CHLRE_08g378800v5,13919.33755181328,-1.175558208382964,0.206071179673611,-5.704622112829606,1.1660147761907974e-8,1.2373712789036318e-7,NONE
CHLRE_08g379700v5,108.7235897520624,1.043128665902857,0.26427153453434865,3.947185109213026,7.907541852557144e-5,3.7300707291338634e-4,NONE
CHLRE_08g379850v5,19.741210395594614,1.944703180131317,0.4932380779094775,3.9427271884070203,8.05602762321204e-5,3.7946858478831694e-4,NONE
CHLRE_08g380000v5,2584.0829774088475,-1.5599325791469023,0.13223580354803857,-11.7965977238548,4.064132387016575e-32,6.263701606943022e-30,NONE
CHLRE_08g380850v5,202.6615288415957,1.2832009025515967,0.32863387808920574,3.9046519184588733,9.436110156331939e-5,4.372320668391964e-4,NONE
CHLRE_08g380950v5,2515.91377207354,1.0891027808274318,0.12759461221626858,8.53564866031678,1.393712785041321e-17,5.458431861858689e-16,NONE
CHLRE_08g381000v5,226.97973893013344,1.3419055098274197,0.2574731725272292,5.211826524122648,1.8699036602211755e-7,1.574098073543002e-6,NONE
CHLRE_08g381050v5,309.80883054560394,-1.0297360992564686,0.13979322673713024,-7.366137282121711,1.7564295037294477e-13,3.973289293004433e-12,NONE
CHLRE_08g381483v5,189.02306019790356,-1.2493316793498537,0.22143177372120548,-5.642061472726265,1.680260818032645e-8,1.7221368023726757e-7,NONE
CHLRE_08g381983v5,19.6818274884625,2.765407458785245,0.6985130989654097,3.9589915534600273,7.526689836347417e-5,3.566742588827737e-4,UP
CHLRE_08g382700v5,10.110189110609777,1.6104418144561694,0.5631029570178971,2.8599420308229435,0.004237184534807022,0.012535954460621206,NONE
CHLRE_08g382750v5,85.09149150122346,1.1247167589395737,0.24230819365450867,4.64167860762989,3.4559010971435537e-6,2.2253520106596777e-5,NONE
CHLRE_08g382950v5,847.3045694373992,1.0901222351074986,0.16344736048680797,6.66956157542528,2.5656871866845905e-11,4.282464311297124e-10,NONE
CHLRE_08g383200v5,196.1202039095618,-1.2636723587932344,0.22274097098396753,-5.673282078330309,1.400872743917342e-8,1.4602902920316616e-7,NONE
CHLRE_08g384250v5,317.38200395184333,1.5287805080249015,0.27842485238921544,5.490819138112678,4.000738775317342e-8,3.82249033277858e-7,NONE
CHLRE_08g384285v5,258.6211418765763,-1.1166908521198122,0.22202909365137546,-5.0294798476870435,4.91812185767487e-7,3.831117031408422e-6,NONE
CHLRE_08g384650v5,23.0967664054973,-2.3759350359632676,0.4299823287499164,-5.525657398225647,3.2825413836073645e-8,3.1898874459086067e-7,DOWN
CHLRE_08g385500v5,4717.970751444408,-1.244871816544805,0.17268831100330528,-7.208778690996508,5.645592877638155e-13,1.1920803091566046e-11,NONE
CHLRE_08g386100v5,699.5021817856535,-1.2498750411616224,0.1650771364461638,-7.571460639973247,3.690508929333834e-14,9.26334592901739e-13,NONE
CHLRE_09g386167v5,109.15161452276396,-1.5508845117124885,0.37549009449767273,-4.130294072836323,3.622994965723895e-5,1.852039986973117e-4,NONE
CHLRE_09g386732v5,193.90084838058857,1.3446424332849627,0.22881889149511533,5.876448506934871,4.1916170999219794e-9,4.777053047326425e-8,NONE
CHLRE_09g386747v5,491.30416997878785,1.2024140864690962,0.2023803318744438,5.941358408360901,2.8266982977960935e-9,3.305694299933649e-8,NONE
CHLRE_09g386753v5,1462.4397869175327,1.183858955888444,0.19869231685359587,5.958252310081807,2.5494968939646154e-9,3.009574322002181e-8,NONE
CHLRE_09g392867v5,4747.316443857128,2.1814244506224396,0.25510419681294816,8.551111576662695,1.219087045082543e-17,4.844328785652101e-16,UP
CHLRE_09g395925v5,26.350191753303488,2.3874414843886127,0.42896650905741524,5.565566154883817,2.6130262445040025e-8,2.584967954296071e-7,UP
CHLRE_09g405100v5,1256.5669373542103,4.179175121606509,0.4357835983501261,9.590023895871344,8.806461454342427e-22,5.65086987718136e-20,UP
CHLRE_09g405000v5,19.82245815740972,-1.034714925180847,0.38966482997609675,-2.6553972685816154,0.007921505754040985,0.021422360018020642,NONE
CHLRE_09g404900v5,62.18980081070566,-7.341526079253357,0.7366244375914688,-9.966443827546433,2.1374528170053046e-23,1.631885852094189e-21,DOWN
CHLRE_09g404750v5,77.83819205544452,3.4102711174061247,0.41149800450477914,8.287454811622343,1.1569753500288473e-16,4.085584688934844e-15,UP
CHLRE_09g404201v5,384.169127487106,2.5672936332866008,0.5383455241544692,4.768858508332205,1.852727250784891e-6,1.2667216041746947e-5,UP
CHLRE_09g404050v5,66.50566782204066,1.225317891566716,0.26071258562613775,4.699880094487742,2.603142892645024e-6,1.7281976426171132e-5,NONE
CHLRE_09g403800v5,4777.77794940375,-1.07114532614244,0.15623106779451196,-6.856160821683041,7.0735743166252606e-12,1.2918085720428258e-10,NONE
CHLRE_09g403750v5,1741.3887133209075,-1.252125834902899,0.14108214169392555,-8.875154713906719,6.983626612755772e-19,3.253304702569362e-17,NONE
CHLRE_09g403500v5,1851.347548341185,2.1343418787708193,0.1622962197390034,13.150903220069821,1.6815369550707403e-39,3.905665623390363e-37,UP
CHLRE_09g403450v5,1959.3200014886756,1.3112544736190115,0.15037277695704482,8.720025659921022,2.781387498641384e-18,1.2102338058072575e-16,NONE
CHLRE_09g403250v5,496.1055717728185,-2.3058822184153014,0.2089385288089609,-11.03617524043946,2.5568664043568235e-28,3.0334736600178687e-26,DOWN
CHLRE_09g403151v5,243.7857217679699,-2.728620613721059,0.25185687413470764,-10.83401286185119,2.375131756897292e-27,2.493744096954996e-25,DOWN
CHLRE_09g402650v5,404.29266634594217,1.115536576930953,0.1458031895621834,7.650975128052253,1.994609229665314e-14,5.212055222369108e-13,NONE
CHLRE_09g402600v5,62.175061508041374,-4.264815318463821,0.4815859224826768,-8.8557723956668,8.310630441673864e-19,3.82822923501798e-17,DOWN
CHLRE_09g402304v5,160.4282864686903,-1.4971553403729314,0.19817722929454998,-7.554628479277585,4.2005713799955254e-14,1.0448208541101991e-12,NONE
CHLRE_09g401850v5,240.5593515982958,1.3008318413161175,0.1948890063934739,6.6747317634212,2.476847666287951e-11,4.1467710522593506e-10,NONE
CHLRE_09g401600v5,299.999551442206,2.1607821838118317,0.20152863739875423,10.721960966452645,8.0282894290563e-27,7.880626248486158e-25,UP
CHLRE_09g401050v5,230.51159215258753,-1.238162650529564,0.23352788905426852,-5.301990505475913,1.1454680025058132e-7,1.0063885364583572e-6,NONE
CHLRE_09g400850v5,90.99401807406372,-1.7903735695415182,0.30161533324549233,-5.9359501066356195,2.921486426965357e-9,3.4048220966138305e-8,NONE
CHLRE_09g400750v5,2.241646196625945,3.9450229193089523,1.6357571668990354,2.4117411796444554,0.015876547456138947,0.03892078847914188,UP
CHLRE_09g400550v5,79.82348805804423,-1.2077325358413686,0.2932585844716876,-4.1183194620444885,3.816453896954912e-5,1.9413060214276204e-4,NONE
CHLRE_09g400300v5,571.6466752430226,-1.811015868504564,0.3271719197669565,-5.535364617460279,3.1058155784333926e-8,3.0360405870743974e-7,NONE
CHLRE_09g400250v5,34.025599768244824,-1.217608936913375,0.3340952932087736,-3.6444959317415475,2.679163731843298e-4,0.0011056578854311268,NONE
CHLRE_09g400200v5,10.788373131055462,-2.2688046335173997,0.5719668789057066,-3.966671353170138,7.288338175336373e-5,3.470747468942308e-4,DOWN
CHLRE_09g399908v5,418.852384302764,-1.256482278287584,0.21740944128640113,-5.779336310571607,7.499587976205902e-9,8.174203920397325e-8,NONE
CHLRE_09g399400v5,260.34604795654076,1.7513539243365055,0.30671461281552304,5.71004396647341,1.129469913926179e-8,1.203235681560505e-7,NONE
CHLRE_09g399350v5,1957.0152818452875,-1.2854200999822776,0.19709944613091931,-6.521682963677449,6.952284628380453e-11,1.0704960392775168e-9,NONE
CHLRE_09g399250v5,619.0635314695941,-2.5770061772709125,0.9102465905742333,-2.831107750313238,0.004638709127536886,0.013563289401101204,DOWN
CHLRE_09g399050v5,35.572145445225296,1.4287883280460847,0.34087631698370285,4.191515388012111,2.7709738988216552e-5,1.4580769165752368e-4,NONE
CHLRE_09g398900v5,14237.721883092407,-1.3362311554741366,0.22445367594559262,-5.953260287873556,2.6285274695450212e-9,3.096217607161925e-8,NONE
CHLRE_09g398500v5,769.0947252573868,5.370633149414588,0.5371438409219663,9.998500848853274,1.5472151288013816e-23,1.2035436174086596e-21,UP
CHLRE_09g398450v5,2577.493804453288,4.86454341993366,0.2594077160728907,18.752500864572497,1.846977820212129e-78,1.1280930086340083e-75,UP
CHLRE_09g398400v5,741.051759611715,3.973948159684435,0.464540908276434,8.554570951412659,1.183079365917115e-17,4.712599474236508e-16,UP
CHLRE_09g398350v5,206.68640308058025,1.39417602512501,0.30891625635792525,4.513119644663991,6.388096078967884e-6,3.857418251126304e-5,NONE
CHLRE_09g398250v5,423.57416953494015,3.2658518324086985,0.2970605781544909,10.993891726388018,4.089058173659149e-28,4.682823495959237e-26,UP
CHLRE_09g398050v5,540.8028257610655,-1.7834758739234866,0.2240205989995994,-7.961213753948921,1.7035978858694664e-15,5.1080059519769764e-14,NONE
CHLRE_09g398051v5,18.25754908456785,-1.7064765730359768,0.4716585253745348,-3.618033982701568,2.968494265267167e-4,0.0012114189291888356,NONE
CHLRE_09g397850v5,460.83480977741266,-2.073857752487609,0.20652934597115577,-10.041467679741974,1.0017244734632752e-23,7.86639918661089e-22,DOWN
CHLRE_09g397550v5,896.7998085803334,-1.9798362831496916,0.17742320382549856,-11.15883514930169,6.483549690988307e-29,8.039114131886328e-27,NONE
CHLRE_09g397500v5,3.0952686493893675,-3.685300917708948,1.2644885099645178,-2.914459790395691,0.0035630470524711496,0.010783301329106574,DOWN
CHLRE_09g397450v5,773.6478450866705,-1.6844633606382635,0.25138054581211955,-6.7008501202683455,2.0721048911697237e-11,3.5011354262581883e-10,NONE
CHLRE_09g397250v5,3179.0811954322417,-1.5006938891463506,0.16261809242006564,-9.228332879897797,2.7487662306382256e-20,1.4911152601794401e-18,NONE
CHLRE_09g396800v5,2150.454655548496,1.6985513875441558,0.17298410535343028,9.819118259875854,9.315475462985378e-23,6.621616631900512e-21,NONE
CHLRE_09g396750v5,17.028163097824756,1.9301647583781452,0.5271669977952503,3.66139148780291,2.508491047882881e-4,0.0010409543500411824,NONE
